2017/07/06 13:21:57,11,83
2017/07/06 13:22:37,250,248
2017/07/06 13:23:02,250,6
2017/07/06 13:24:19,0,54
2017/07/06 13:24:40,41,72
2017/07/06 14:27:39,0,106
2017/07/10 16:38:45,127,217
2017/07/10 16:42:09,127,127
2017/07/10 16:51:46,127,127
